qid,label,creator,year,country,country_clean,geo_tag,collection,location_label,lat,lon,sitelinks,pageviews_12mo,score,en_article,image
Q1118465,Ia Orana Maria,Paul Gauguin,1891,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,15,7196,40.5,Ia Orana Maria,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20Ia%20Orana%20Maria%20%28Hail%20Mary%29%20The%20Metropolitan%20Museum%20of%20Art1.jpg
Q1235695,Madonna of the Harpies,Andrea del Sarto,1517,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,14,7757,40.5,Madonna of the Harpies,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20del%20Sarto%20-%20Virgin%20and%20Child%20between%20St%20Francis%20of%20Assisi%20and%20St%20John%20the%20Evangelist%20%28%27Madonna%20of%20the%20Harpies%27%29%2C%201517%2C%201890%20no.1577.jpg
Q924655,St Mark's Body Brought to Venice,Jacopo Tintoretto,1564,Italy,Italy,Italy,Gallerie dell'Accademia,Gallerie dell'Accademia,45.431078,12.328139,13,8195,40.5,Saint Mark's Body Brought to Venice,http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20Tintoretto%20-%20St%20Mark%27s%20Body%20Brought%20to%20Venice.jpg
Q740212,Jeremiah Lamenting the Destruction of Jerusalem,Rembrandt,1630,Netherlands,Netherlands,Netherlands,Rijksmuseum,Rijksmuseum,52.36,4.885277777,13,8243,40.5,Jeremiah Lamenting the Destruction of Jerusalem,http://commons.wikimedia.org/wiki/Special:FilePath/Jeremia%20treurend%20over%20de%20verwoesting%20van%20Jeruzalem%20Rijksmuseum%20SK-A-3276.jpeg
Q2456003,The Immaculate Conception of Los Venerables,Bartolomé Esteban Murillo,1660,France,France,France,Museo del Prado,Antiguo Hospital de Venerables Sacerdotes,37.385238245,-5.990111257,13,8256,40.5,The Immaculate Conception of Los Venerables,http://commons.wikimedia.org/wiki/Special:FilePath/Murillo%20immaculate%20conception.jpg
Q10749451,Abraham's Sacrifice,Rembrandt,1635,Russia,Russia,Russia,Hermitage Museum,Hermitage Museum,59.940555555,30.313611111,13,8172,40.5,The Sacrifice of Isaac (Rembrandt),http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20035.jpg
Q2537138,The Parasol,Francisco Goya,1777,Spain,Spain,Spain,Museo del Prado,Museo Nacional Centro de Arte Reina Sofía,40.40857143,-3.6939961,12,8777,40.5,The Parasol,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Quitasol%20%28Goya%29.jpg
Q4657050,A Girl with a Watering Can,Pierre-Auguste Renoir,1876,United States,United States,United States,"National Gallery of Art (Washington, D.C.)","National Gallery of Art (Washington, D.C.)",38.891388888,-77.02,12,8766,40.5,A Girl with a Watering Can,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Renoir%20-%20A%20Girl%20with%20a%20Watering%20Can%20-%20Google%20Art%20Project.jpg
Q944909,Frederick the Great Playing the Flute at Sanssouci,Adolph von Menzel,1852,Germany,Germany,Germany,Alte Nationalgalerie,Alte Nationalgalerie,52.52081,13.398353,11,9493,40.5,Frederick the Great Playing the Flute at Sanssouci,http://commons.wikimedia.org/wiki/Special:FilePath/Adolph%20Menzel%20-%20Fl%C3%B6tenkonzert%20Friedrichs%20des%20Gro%C3%9Fen%20in%20Sanssouci%20-%20Google%20Art%20Project.jpg
Q3210251,The Penitent Magdalen,Georges de La Tour,1625,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,10,10017,40.5,Magdalene with Two Flames,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Penitent%20Magdalen%20MET%20DT7252.jpg
Q6059617,Pandora,John William Waterhouse,1896,,,,http://www.wikidata.org/.well-known/genid/0fc9420caad987434c2a8983ac888e9d,,,,10,10035,40.5,Pandora (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Pandora%20-%20John%20William%20Waterhouse.jpg
Q18890834,Self-Portrait. Between the Clock and the Bed,Edvard Munch,1940,Norway,Norway,Europe other,Munch Museum,Munch Museum,59.90575,10.755305555,10,10111,40.5,Self-Portrait. Between the Clock and the Bed.,http://commons.wikimedia.org/wiki/Special:FilePath/Edvard%20Munch%2C%20Selvportrett.%20Mellom%20klokken%20og%20sengen.JPG
Q1087244,Christ and the Woman Taken in Adultery,Pieter Brueghel the Elder,1565,United Kingdom,United Kingdom,United Kingdom,Courtauld Institute of Art,Courtauld Gallery,51.511568,-0.117712,17,6112,40.4,Christ and the Woman Taken in Adultery (Bruegel),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20%28I%29%20-%20Christ%20and%20the%20woman%20taken%20in%20adultery.jpg
Q3039856,The Magdalen Reading,Rogier van der Weyden,1435,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,16,6511,40.4,The Magdalen Reading,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Magdalen%20Reading%20Rogier.jpg
Q2881603,The Windmill at Wijk bij Duurstede,Jacob van Ruisdael,1670,Netherlands,Netherlands,Netherlands,Rijksmuseum,Gallery of Honour,52.360025,4.885286111,14,7435,40.4,Windmill at Wijk bij Duurstede,http://commons.wikimedia.org/wiki/Special:FilePath/De%20molen%20bij%20Wijk%20bij%20Duurstede%20Rijksmuseum%20SK-C-211.jpeg
Q2318957,Salome with the Head of John the Baptist,Caravaggio,1609,Spain,Spain,Spain,Royal Collections Gallery,Royal Collections Gallery,40.415695515,-3.715446678,12,8575,40.4,"Salome with the Head of John the Baptist (Caravaggio, Madrid)",http://commons.wikimedia.org/wiki/Special:FilePath/Salom%C3%A9%20con%20la%20cabeza%20del%20Bautista%20%28Caravaggio%29.jpg
Q18010742,Odalisque à l'esclave,Jean-Auguste-Dominique Ingres,1839,United States,United States,United States,Fogg Museum,Fogg Museum,42.37409,-71.114358,12,8595,40.4,Odalisque with Slave,http://commons.wikimedia.org/wiki/Special:FilePath/Ingres%20Odalisque%20esclave%20Fogg%20Art.jpeg
Q3211055,The Nativity,Piero della Francesca,1480,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,11,9074,40.4,The Nativity (Piero della Francesca),http://commons.wikimedia.org/wiki/Special:FilePath/Piero%20della%20Francesca%20041.jpg
Q3439636,Ruggiero Rescuing Angelica,Jean-Auguste-Dominique Ingres,1819,France,France,France,Department of Paintings of the Louvre,Room 701,,,10,9827,40.4,Roger Freeing Angelica (Ingres),http://commons.wikimedia.org/wiki/Special:FilePath/Roger%20d%C3%A9livrant%20Ang%C3%A9lique%20-%20Jean-Auguste-Dominique%20Ingres%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%205419%20%3B%20L%203636.jpg
Q2664637,Christ Falling on the Way to Calvary,Raphael,1515,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,16,6413,40.3,Christ Falling on the Way to Calvary,http://commons.wikimedia.org/wiki/Special:FilePath/Christ%20Falling%20on%20the%20Way%20to%20Calvary%20-%20Raphael.jpg
Q2088930,The Milkmaid of Bordeaux,Francisco Goya,1827,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,15,6829,40.3,The Milkmaid of Bordeaux,http://commons.wikimedia.org/wiki/Special:FilePath/Goya%20MilkMaid.jpg
Q24118,The Clubfoot,Jusepe de Ribera,1642,France,France,France,Department of Paintings of the Louvre,Louvre storage (depot),,,13,7869,40.3,The Clubfoot,http://commons.wikimedia.org/wiki/Special:FilePath/El%20patizambo%2C%20por%20Jos%C3%A9%20de%20Ribera.jpg
Q1193312,The Cheat with the Ace of Diamonds,Georges de La Tour,1635,France,France,France,Department of Paintings of the Louvre,Room 912,,,13,7761,40.3,The Card Sharp with the Ace of Diamonds,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Tricheur%20%C3%A0%20l%27as%20de%20carreau%20-%20Georges%20de%20La%20Tour%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%201972%208.jpg
Q18384815,The Bathers,Gustave Courbet,1853,France,France,France,Musée Fabre,Musée Fabre,43.611736111,3.880191666,13,7757,40.3,The Bathers (Courbet),http://commons.wikimedia.org/wiki/Special:FilePath/Les%20Baigneuses-Courbet.jpg
Q920041,The Burial of the Sardine,Francisco Goya,1900,Spain,Spain,Spain,Royal Academy of Fine Arts of San Fernando,Royal Academy of Fine Arts of San Fernando,40.41779,-3.70071,12,8288,40.3,The Burial of the Sardine,http://commons.wikimedia.org/wiki/Special:FilePath/GOYA%20-%20Entierro%20de%20la%20Sardina%20%28Real%20Academia%20de%20Bellas%20Artes%20de%20San%20Fernando%2C%201812-14%29.jpg
Q1999166,Music,Henri Matisse,1910,Russia,Russia,Russia,Hermitage Museum,Hermitage Museum,59.940555555,30.313611111,12,8304,40.3,Music (Matisse),http://commons.wikimedia.org/wiki/Special:FilePath/La%20Musique%2C%20par%20Henri%20Matisse%20%281910%29.jpg
Q3897210,Landscape with Charon Crossing the Styx,Joachim Patinir,1515,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,11,8980,40.3,Landscape with Charon Crossing the Styx,http://commons.wikimedia.org/wiki/Special:FilePath/Crossing%20the%20River%20Styx.jpg
Q9140602,The Fall of Man,Titian,1550,Spain,Spain,Spain,Museo del Prado,Museo del Prado,40.413888888,-3.692222222,11,9025,40.3,The Fall of Man (Titian),http://commons.wikimedia.org/wiki/Special:FilePath/Tizian%20091.jpg
Q3819135,The Inquisition Tribunal,Francisco Goya,1812,Spain,Spain,Spain,Royal Academy of Fine Arts of San Fernando,Royal Academy of Fine Arts of San Fernando,40.41779,-3.70071,11,9026,40.3,The Inquisition Tribunal,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%20-%20Escena%20de%20Inquisici%C3%B3n%20-%20Google%20Art%20Project.jpg
Q3698207,White Crucifixion,Marc Chagall,1938,United States,United States,United States,Art Institute of Chicago,Art Institute of Chicago,41.879444444,-87.623888888,11,9025,40.3,White Crucifixion,http://commons.wikimedia.org/wiki/Special:FilePath/Crocifissione%20Bianca.jpg
Q3766162,A Woman Bathing in a Stream (Hendrickje Stoffels?),Rembrandt,1654,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,10,9537,40.3,A Woman Bathing in a Stream,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20060.jpg
Q2535473,The Lunch,Diego Velázquez,1617,Russia,Russia,Russia,Hermitage Museum,Hermitage Museum,59.940555555,30.313611111,23,3956,40.2,The Lunch (Velázquez),http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Velazquez%20-%20%D0%97%D0%B0%D0%B2%D1%82%D1%80%D0%B0%D0%BA%20-%20Google%20Art%20Project.jpg
Q650086,Balaam and the Ass,Rembrandt,1626,Netherlands,Netherlands,Netherlands,Musée Cognacq-Jay,Musée Cognacq-Jay,48.858194,2.361389,15,6637,40.2,Balaam and the Ass,http://commons.wikimedia.org/wiki/Special:FilePath/P1150002%20Cognacq-Jay%20Rembrandt%20anesse%20de%20Balaam%20rwk.jpg
Q3035829,Don Manuel Osorio de Zuniga,Francisco Goya,1787,United States,United States,United States,Metropolitan Museum of Art,"Gallery 619, Goya and Eighteenth-Century Italy, Metropolitan Museum of Art",40.779444444,-73.963333333,15,6636,40.2,Manuel Osorio Manrique de Zúñiga,http://commons.wikimedia.org/wiki/Special:FilePath/Don%20Manuel%20Osorio%20Manrique%20de%20Z%C3%BA%C3%B1iga.jpg
Q1130759,Infanta Margarita Teresa in a Pink Dress,Juan Bautista Martínez del Mazo,1665,Spain,Spain,Spain,Museo del Prado,Prado Hall 012,40.413888888,-3.692222222,14,7093,40.2,Infanta Margarita Teresa in a Pink Dress,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20026.jpg
Q688870,Adoration of the Trinity,Albrecht Dürer,1511,Austria,Austria,Austria,Kunsthistorisches Museum,German paintings - hall XI,48.203880555,16.3616,13,7633,40.2,Adoration of the Trinity,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20-%20Adoration%20of%20the%20Trinity%20%28Landauer%20Altar%29%20-%20Google%20Art%20Project.jpg
Q7733565,The Favourites of the Emperor Honorius,John William Waterhouse,1883,Australia,Australia,Australia,Art Gallery of South Australia,Art Gallery of South Australia,-34.920555555,138.603888888,13,7654,40.2,The Favourites of the Emperor Honorius,http://commons.wikimedia.org/wiki/Special:FilePath/John%20William%20Waterhouse%20-%20The%20Favorites%20of%20the%20Emperor%20Honorius%20-%201883.jpg
Q4091893,Nevermore,Paul Gauguin,1897,United Kingdom,United Kingdom,United Kingdom,Courtauld Institute of Art,Courtauld Institute of Art,51.510734,-0.116912,13,7662,40.2,Nevermore (Gauguin),http://commons.wikimedia.org/wiki/Special:FilePath/Nevermore%20de%20Paul%20Gauguin%20%28Fondation%20Vuitton%2C%20Paris%29%20%2832480723757%29.jpg
Q3201883,Cupid and Psyche,Jacques-Louis David,1817,United States,United States,United States,Cleveland Museum of Art,Cleveland Museum of Art,41.508888888,-81.611666666,12,8083,40.2,Love and Psyche (David),http://commons.wikimedia.org/wiki/Special:FilePath/Clevelandart%201962.37.jpg
Q3503317,The Duel After the Masquerade,Jean-Léon Gérôme,1857,France,France,France,Condé Museum,Condé Museum,49.193944444,2.485277777,12,8119,40.2,The Duel After the Masquerade,http://commons.wikimedia.org/wiki/Special:FilePath/Suites%20d%27un%20bal%20masqu%C3%A9%20-%20G%C3%A9r%C3%B4me%20-%20Mus%C3%A9e%20Cond%C3%A9.jpg
Q4311873,Hope I,Gustav Klimt,1903,Canada,Canada,Americas,National Gallery of Canada,National Gallery of Canada,45.429535,-75.698906,12,8120,40.2,Hope I,http://commons.wikimedia.org/wiki/Special:FilePath/Klimt%20-%20Hoffnung%20I%20-%201903.jpeg
Q11695670,Girl in a Picture Frame,Rembrandt,1641,Poland,Poland,Europe other,Royal Castle in Warsaw,Royal Castle in Warsaw,52.247777777,21.014166666,12,8182,40.2,The Girl in a Picture Frame,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Girl%20in%20a%20Picture%20Frame.jpg
Q2395137,Portrait of a Courtesan,Caravaggio,1590,Germany,Germany,Germany,Gemäldegalerie Berlin,Bode Museum,52.521944444,13.394722222,10,9268,40.2,Portrait of a Courtesan (Caravaggio),http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20%28Michelangelo%20Merisi%29%20%281571%20-%201610%29%20-%20Half-length%20portrait%20of%20a%20young%20woman%20-%20356%20-%20Gem%C3%A4ldegalerie.jpg
Q1251572,Romeo and Juliet: the Tomb Scene,Joseph Wright of Derby,1790,United Kingdom,United Kingdom,United Kingdom,Derby Museum and Art Gallery,Derby Museum and Art Gallery,52.92292,-1.48003,19,4961,40.1,Romeo and Juliet: the Tomb Scene,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Wright%20of%20Derby.%20Romeo%20and%20Juliet.%20The%20Tomb%20Scene.%20exhibited%201790%20and%201791.jpg
Q571416,Rubens and Isabella Brant in the honeysuckle bower,Peter Paul Rubens,1609,Germany,Germany,Germany,Bavarian State Painting Collections,"Alte Pinakothek, upper floor, gallery VII",48.149583,11.571776,18,5301,40.1,Honeysuckle Bower,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20Rubens%20and%20Isabella%20Brant%20in%20the%20honeysuckle%20bower.jpg
Q2024709,The Spanish Singer,Édouard Manet,1860,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,16,6060,40.1,The Spanish Singer,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Spanish%20Singer%20MET%20dp130799.jpg
Q6426375,Landscape with Snow,Vincent van Gogh,1888,United States,United States,United States,Solomon R. Guggenheim Museum,Solomon R. Guggenheim Museum,40.783055555,-73.958888888,15,6601,40.1,Landscape with Snow,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20Landschaft%20im%20Schnee.jpg
Q7401211,Saint Eulalia,John William Waterhouse,1885,United Kingdom,United Kingdom,United Kingdom,National Gallery,Tate Britain,51.491062,-0.127789,14,7013,40.1,Saint Eulalia (Waterhouse painting),http://commons.wikimedia.org/wiki/Special:FilePath/John%20William%20Waterhouse%20-%20Saint%20Eulalia%20-%201885.jpg
Q1848811,Man with a Glove,Titian,1520,France,France,France,Department of Paintings of the Louvre,"Salle des États, Louvre",48.8601,2.3354,13,7366,40.1,Man with a Glove,http://commons.wikimedia.org/wiki/Special:FilePath/Tizian%20079.jpg
Q5564463,Girl at Sewing Machine,Edward Hopper,1921,Spain,Spain,Spain,Thyssen-Bornemisza Museum,Thyssen-Bornemisza Museum,40.416041,-3.694925,13,7523,40.1,Girl at Sewing Machine,http://commons.wikimedia.org/wiki/Special:FilePath/Girl%20at%20a%20Sewing%20Machine%20-%201921%20-%20Hopper.jpg
Q20735396,The Triumph of Cleopatra,William Etty,1821,United Kingdom,United Kingdom,United Kingdom,Lady Lever Art Gallery,Lady Lever Art Gallery,53.35576,-2.99932,12,7905,40.1,The Triumph of Cleopatra,http://commons.wikimedia.org/wiki/Special:FilePath/Etty%20Cleopatra.jpg
Q3399452,Portrait of Margareta van Eyck,Jan van Eyck,1439,Belgium,Belgium,Belgium,Groeningemuseum,Groeningemuseum - Room 1,51.205277777,3.226666666,11,8475,40.1,Portrait of Margaret van Eyck,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20van%20Eyck%20-%20Portrait%20of%20Margaret%20van%20Eyck%20%281439%29.jpg
Q1109340,Fortitude,Sandro Botticelli,1470,Italy,Italy,Italy,Uffizi Gallery,Uffizi Gallery,43.768333333,11.255277777,10,9144,40.1,Fortitude (Botticelli),http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20-%20Fortitudo%20-%20Uffizi.jpg
Q7769468,The Titan's Goblet,Thomas Cole,1833,United States,United States,United States,Metropolitan Museum of Art,Metropolitan Museum of Art,40.779444444,-73.963333333,10,9064,40.1,The Titan's Goblet,http://commons.wikimedia.org/wiki/Special:FilePath/Cole%2C%20Thomas%20-%20Der%20Pokal%20des%20Riesen%20-%20hi%20res%20-%201833.JPG
Q15930386,Ruby Loftus Screwing a Breech Ring,Laura Knight,1943,United Kingdom,United Kingdom,United Kingdom,Imperial War Museum London,Imperial War Museum London,51.495831,-0.108662,10,9045,40.1,Ruby Loftus Screwing a Breech-ring,http://commons.wikimedia.org/wiki/Special:FilePath/Ruby%20Loftus%20screwing%20a%20Breech-ring%20%281943%29%20%28Art.%20IWM%20LD%202850%29%2C%202026%20upload.jpg
Q1527541,Nativity,Antonio da Correggio,1529,Germany,Germany,Germany,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,51.05338,13.73466,18,5150,40.0,Nativity (Correggio),http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%20-%20The%20Holy%20Night%20-%20Google%20Art%20Project.jpg
Q27157216,After the Deluge,George Frederic Watts,1886,United Kingdom,United Kingdom,United Kingdom,Watts Gallery,Watts Gallery,51.2214,-0.628889,18,5256,40.0,After the Deluge (painting),http://commons.wikimedia.org/wiki/Special:FilePath/Watts%20%E2%80%93%20After%20the%20Deluge.jpg
Q2624258,A Young Woman Standing at a Virginal,Johannes Vermeer,1670,United Kingdom,United Kingdom,United Kingdom,National Gallery,National Gallery,51.508888888,-0.128333333,17,5631,40.0,Lady Standing at a Virginal,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Vermeer%20van%20Delft%20-%20Jonge%20vrouw%20staande%20bij%20een%20virginaal%20%28ca.%201670-72%29.jpg
